default,age,gender,income,balance,own,miss,educ
0,30,1,10000,0,0,0,1
0,56,2,53388,3874,1,1,3
0,39,2,127792,37,0,0,4
0,53,1,201853,1211,0,1,1
1,40,2,28976,1153,0,0,1
0,33,1,265867,236,0,1,2
0,51,2,46182,0,1,0,3
0,37,2,10971,0,0,0,1
0,30,1,118442,1290,0,0,4
0,47,1,55757,0,0,1,2
0,45,1,32513,0,1,0,2
1,32,1,23586,921,0,0,2
0,59,1,125999,0,0,0,4
0,30,1,90885,0,0,0,5
0,48,1,85598,4394,0,1,5
1,39,1,17006,2518,1,1,1
0,46,1,63967,795,1,0,4
0,43,2,59983,0,1,0,2
0,37,1,43675,601,0,1,3
1,46,1,41220,1296,0,0,2
0,57,1,63886,0,1,2,3
0,56,2,31655,2708,1,1,2
0,35,2,24772,0,0,0,2
0,49,2,87884,1042,0,2,3
1,53,1,36798,1981,1,1,1
1,37,1,53633,1172,1,3,3
0,48,2,31741,279,1,0,2
0,50,2,76955,0,1,0,5
0,38,2,27777,0,0,1,2
0,46,1,120377,521,0,0,2
0,44,2,33640,0,1,0,3
0,40,1,132938,501,0,0,2
0,30,1,116599,0,0,0,5
0,35,1,41005,645,0,0,1
0,58,1,56609,4391,1,1,1
0,57,1,46683,441,1,0,2
1,53,1,31149,2015,0,1,1
0,36,1,54249,960,0,0,2
0,42,1,52272,558,1,0,4
0,55,1,51696,0,1,0,2
0,45,2,30723,0,1,0,2
0,40,2,28363,11,0,1,2
0,30,1,42530,462,0,1,2
0,51,1,87369,0,1,0,4
0,54,1,91471,642,1,0,3
0,53,1,59604,935,1,0,3
0,34,1,45498,0,1,0,2
0,50,2,39720,0,0,1,2
0,30,1,65038,219,0,1,5
0,30,1,46204,0,0,0,3
0,40,1,213231,1792,1,0,2
0,41,2,100922,1667,0,1,4
0,43,1,43125,239,1,0,3
0,51,1,124608,0,1,0,4
0,45,2,29158,483,1,0,2
0,39,1,49754,0,0,0,1
0,32,1,29366,0,0,0,3
0,43,1,47337,0,0,1,1
0,50,2,28368,0,1,0,2
0,37,2,94656,19,0,0,5
1,59,1,30121,2658,1,1,1
0,40,1,35251,1136,0,0,2
0,45,2,51285,0,1,0,3
0,52,2,31187,785,1,0,2
0,52,1,74000,0,1,0,4
0,32,2,17171,76,0,0,2
0,53,2,59284,0,1,0,3
0,49,1,42714,0,1,0,3
0,49,2,46438,563,0,0,4
0,56,1,32981,287,1,0,1
0,41,1,56898,644,0,0,4
0,36,2,12377,0,0,0,1
0,44,1,150241,0,1,1,3
0,47,1,31578,43,1,0,2
0,50,2,78066,0,1,0,4
0,40,2,25316,967,0,0,2
0,32,1,58748,0,0,0,4
0,48,2,35804,0,0,0,3
1,54,1,28969,339,1,1,1
0,54,2,41823,946,1,0,3
0,50,2,126663,463,1,0,4
0,54,2,36696,187,1,0,2
0,31,2,10000,236,0,0,1
0,58,1,41875,0,1,0,2
0,33,1,121705,1504,1,1,5
0,40,1,59815,0,0,0,2
0,47,1,30341,259,1,0,1
0,43,2,54500,0,0,0,2
0,49,2,54127,0,1,0,3
0,32,2,61644,5107,0,2,3
0,30,1,10000,0,0,0,1
0,33,1,61316,153,0,1,4
0,57,1,88526,4,1,0,4
0,53,2,47342,419,1,0,4
0,54,1,35784,1616,1,0,1
0,43,2,57092,3,0,0,3
0,50,2,51149,14,0,0,2
0,42,2,68708,414,0,0,3
0,58,2,64541,956,1,0,2
0,49,1,62264,0,0,0,2
0,58,2,94614,0,1,0,5
0,50,1,56841,475,1,0,4
0,31,2,59359,333,0,0,4
0,50,1,47492,460,1,0,2
0,54,1,47461,26,1,0,1
0,38,2,38968,914,0,0,4
0,49,2,39985,0,1,0,2
0,45,2,39427,327,1,0,3
0,46,1,172270,159,1,0,3
0,41,2,43867,0,0,0,2
0,56,1,27876,737,1,0,1
0,41,1,49706,34,0,0,3
0,40,2,15351,486,0,0,1
0,45,2,24391,1362,1,0,2
0,58,1,472060,546,0,0,5
0,30,1,36357,0,0,1,2
0,31,1,46740,6,0,0,4
1,39,1,37927,1020,0,0,3
0,50,2,25425,0,0,0,2
0,37,2,39299,26,0,1,3
0,59,2,80322,365,1,0,3
0,46,2,92464,1820,0,0,2
0,53,1,52261,616,1,1,2
0,33,1,36433,209,0,0,2
0,33,1,40720,2057,0,1,3
0,37,2,46473,609,0,0,4
0,50,1,496941,129,0,2,3
0,41,2,32668,839,0,0,2
0,37,1,128167,0,0,0,5
0,32,1,20770,3653,0,1,1
0,30,1,29243,1121,0,0,3
0,58,1,110656,4550,1,2,4
0,42,1,59932,0,0,0,3
0,42,1,123299,0,0,0,2
0,52,2,124949,3,1,0,4
0,51,2,80933,743,1,0,5
0,32,2,29362,4657,1,1,2
1,51,2,57524,1166,0,0,3
0,33,2,33687,0,0,0,2
0,52,2,94446,155,1,2,5
0,50,1,41183,97,1,0,2
0,38,1,53729,0,0,0,4
0,51,2,34102,595,1,0,3
0,42,2,38546,2213,0,0,3
0,57,2,33682,734,1,0,2
0,48,1,64777,0,1,0,2
0,47,2,77431,3097,1,2,4
0,46,1,55543,313,0,0,3
0,48,1,47396,310,0,1,3
0,59,1,53628,193,1,0,2
0,48,2,122986,406,0,0,5
0,36,1,31077,0,0,0,2
0,52,2,86634,0,0,0,4
0,54,1,52047,0,1,0,2
0,42,1,57344,28,1,0,2
0,53,2,42193,90,1,2,3
0,52,2,81639,157,1,0,4
0,46,2,26876,0,1,0,2
1,47,2,34095,1058,1,1,2
0,52,1,187729,375,1,0,5
0,46,2,55402,545,1,1,2
0,37,2,87615,0,1,0,5
0,41,2,60095,1878,1,1,4
0,42,1,31311,573,1,0,1
0,49,2,40913,1123,1,1,3
0,38,1,27651,146,0,0,2
0,40,1,22853,252,1,0,1
0,48,2,36672,591,1,0,2
0,49,2,98535,557,0,0,4
1,52,2,76193,1313,1,1,3
0,59,2,49810,0,1,0,2
0,50,1,78873,0,1,0,4
0,57,1,85117,0,1,0,4
0,47,2,67490,113,1,0,4
0,43,1,20677,540,0,0,1
0,38,1,58326,1403,1,0,3
1,38,2,22675,1120,1,0,2
0,39,1,65484,54,0,2,1
0,47,1,45687,509,1,0,1
0,37,2,47765,963,0,0,4
0,34,2,17597,0,0,0,2
0,50,1,57714,105,0,0,1
0,41,2,43689,0,1,0,3
0,39,1,27469,415,0,0,2
0,34,1,62383,170,0,0,2
0,34,2,59399,0,1,0,2
0,51,2,31417,3348,0,1,2
0,52,2,49986,610,1,0,3
0,39,1,48595,23,0,0,3
0,43,1,47367,1166,0,0,3
0,46,1,35758,1478,1,0,1
0,51,1,45921,136,0,0,2
0,41,1,28687,0,0,0,2
0,52,2,83952,1394,1,0,5
0,53,1,36489,3282,1,1,1
0,43,1,30356,416,1,0,2
1,55,1,42325,7965,1,3,2
0,55,1,118327,381,1,0,4
1,41,1,25497,1635,1,1,1
0,59,1,52937,0,1,0,3
0,38,1,25897,198,0,0,2
0,37,2,24205,0,0,0,2
0,53,2,48448,2360,1,0,3
0,33,1,72849,148,1,0,4
0,57,1,51353,0,1,0,2
0,39,1,106543,0,0,0,4
0,43,1,58805,621,1,0,4
0,32,1,21973,0,0,0,2
0,41,1,104318,0,0,0,5
0,42,2,31640,0,0,0,3
0,33,2,20760,574,0,0,2
0,43,1,160970,0,1,0,3
0,31,2,69771,605,0,0,4
0,48,1,47230,0,1,1,2
0,56,1,136049,2682,1,1,4
0,53,2,56081,0,1,0,3
0,35,1,23975,0,0,0,1
0,59,2,30175,395,1,0,2
0,57,2,42686,0,1,0,2
0,47,1,47314,284,1,0,2
1,50,2,48506,211,0,1,3
0,34,1,13569,596,0,0,1
0,47,1,38676,0,0,1,2
0,46,2,268125,398,1,1,2
0,55,1,60889,13,1,2,2
0,54,1,129394,303,1,0,5
0,49,2,55211,675,1,0,4
0,31,2,14581,0,1,0,1
0,33,1,56345,0,0,0,4
0,32,2,13436,652,0,0,2
0,51,1,60113,0,0,0,4
0,39,2,24871,4474,1,1,2
0,57,2,69530,0,1,1,2
0,51,1,102280,0,0,0,5
0,35,2,64402,497,0,0,4
0,37,1,85293,1799,0,0,2
0,35,2,218312,2601,0,1,4
0,38,1,50227,1506,0,0,3
0,50,2,71848,17,1,0,4
1,49,2,21186,1329,0,1,1
0,45,1,58962,74,0,0,4
0,50,1,49722,0,1,0,2
0,58,1,64652,146,1,0,3
0,41,1,59545,887,0,0,4
0,50,2,56455,478,1,0,2
0,36,1,24578,0,0,0,2
0,40,1,87663,1415,1,0,4
0,30,1,31481,0,0,0,3
0,49,1,109811,1119,1,0,5
0,34,2,10000,0,0,0,1
0,48,1,93155,0,0,0,3
0,44,1,32651,0,0,0,2
0,40,1,76945,1133,1,0,2
0,42,1,90747,0,0,0,2
0,49,2,29296,0,1,0,1
0,40,2,123646,0,0,0,4
0,41,2,31956,411,0,1,3
0,36,1,32707,0,1,0,2
0,43,2,26858,875,0,1,1
0,43,1,40126,0,0,0,2
1,51,1,69859,1283,1,1,3
0,53,1,34053,608,1,0,1
0,52,1,44712,1474,1,0,2
0,34,1,72512,2155,0,1,3
0,59,1,101807,1222,1,0,4
0,54,2,75192,17,1,0,4
0,36,2,15271,310,0,0,1
0,56,1,42031,108,1,0,2
0,32,2,10000,427,1,0,1
0,36,1,35966,2563,0,1,3
0,42,1,150565,0,1,0,4
0,56,1,223589,21,1,0,5
0,40,1,55086,0,0,0,3
0,51,1,66591,4148,1,1,2
0,47,1,220008,691,1,0,4
0,35,2,23605,110,0,0,2
0,50,2,23487,231,1,0,1
0,30,2,13913,0,0,0,2
0,50,1,77873,149,1,0,3
0,33,1,25792,322,0,0,2
0,59,1,42232,0,1,0,1
0,43,1,140479,0,1,0,4
0,55,1,88840,2869,1,1,4
0,35,1,27039,10,0,0,2
0,46,2,40910,1948,1,0,3
0,48,2,63242,1688,1,0,2
0,36,1,34250,1859,0,0,2
0,43,2,34222,6344,0,2,2
0,48,1,80991,0,1,1,2
0,53,1,32568,0,1,0,1
0,32,1,20227,3545,0,1,2
0,42,1,152112,1670,1,0,4
0,38,1,27029,0,1,0,2
0,41,2,34170,0,0,0,2
0,49,2,32726,151,1,0,2
0,41,2,39437,117,0,0,3
0,47,2,34541,1079,1,0,2
0,38,2,49596,191,1,0,4
0,47,1,160319,487,1,0,3
0,53,2,192648,2794,0,1,5
0,37,1,88824,29,0,0,4
1,37,2,19998,2040,0,1,2
0,52,1,173058,2082,0,1,3
0,36,1,41345,0,0,0,3
0,35,2,90419,373,1,0,2
1,59,1,86292,2539,1,2,2
0,43,2,44554,705,0,0,4
0,58,1,77911,51,1,0,4
0,34,1,23531,0,0,0,2
0,38,1,58039,191,0,0,3
0,44,1,64944,0,0,0,3
0,37,1,37830,525,0,0,2
0,52,2,46278,4763,1,1,3
1,48,2,46190,6085,0,4,3
0,47,1,81947,2009,1,2,3
0,44,1,33127,2631,0,1,1
0,37,1,31616,0,0,0,2
0,46,2,46735,38,1,0,3
0,35,2,90248,0,1,0,3
0,35,1,24546,0,0,0,2
0,43,2,30970,79,1,0,2
0,59,1,34333,236,1,0,1
0,58,1,36694,151,0,0,1
0,45,1,45426,3151,1,1,2
0,38,2,74941,307,1,1,5
0,59,1,100121,0,1,0,4
0,44,2,39789,900,0,1,2
0,52,1,120907,463,0,0,4
1,56,1,137444,3559,1,1,3
0,36,2,52203,0,0,0,3
0,41,2,12864,59,1,0,1
0,59,1,136555,752,1,0,3
0,48,2,62119,702,1,0,4
0,50,1,34458,872,1,0,1
0,39,2,19494,0,0,0,1
1,39,2,42032,5495,0,2,3
0,50,1,61202,0,0,0,4
0,38,1,91362,0,1,0,4
0,36,1,81362,980,0,0,4
0,31,2,40122,0,0,0,3
0,33,1,60790,0,0,0,5
0,38,2,68943,0,0,0,5
0,30,1,28297,169,0,0,2
0,39,1,51570,0,0,0,4
1,34,1,22742,779,0,2,2
0,33,1,23919,0,1,0,2
0,46,2,70803,46,0,0,1
0,35,1,52206,0,0,0,4
0,32,2,27012,708,0,0,3
0,39,2,42348,561,1,1,2
0,41,2,41308,390,0,0,3
0,59,1,94278,312,1,0,5
0,44,2,26166,0,0,1,2
0,50,2,49895,97,1,0,3
0,54,2,91576,0,0,0,4
0,41,2,47608,0,1,3,4
0,55,1,70625,339,1,0,1
1,32,1,36088,508,0,0,2
0,57,1,73940,2630,0,1,2
0,30,1,36567,186,0,0,3
0,51,1,31899,1236,1,0,2
0,52,2,61147,223,1,0,3
0,49,2,38362,469,1,0,1
1,46,1,22697,3301,0,1,1
0,56,1,69973,0,1,0,2
0,52,1,102302,871,1,1,5
1,49,1,39697,4243,1,1,2
0,30,1,27036,0,0,0,2
0,39,2,22035,410,1,1,2
0,41,1,27717,0,0,0,2
0,40,1,26807,452,0,0,2
0,41,2,25583,0,1,0,2
0,47,2,58537,2251,0,1,4
0,35,1,30883,569,0,0,2
0,42,2,30797,0,0,0,3
0,52,2,49498,0,1,0,2
0,59,1,32484,0,1,0,1
1,42,2,20559,202,0,3,1
0,30,2,42638,0,0,0,4
0,31,2,25308,1442,0,0,2
0,46,1,37508,119,1,0,1
0,52,2,58731,261,1,0,4
0,54,1,38842,0,0,0,1
0,39,1,66941,3329,1,2,4
1,51,1,58803,1544,1,0,3
1,43,1,70734,4161,0,2,3
0,35,2,25044,1662,1,1,2
0,41,1,63706,1680,0,0,4
0,52,2,23519,0,1,0,1
0,47,2,92678,339,0,0,3
0,42,2,47113,1905,1,1,4
0,33,1,23084,1701,0,1,2
0,51,2,93910,4498,1,1,5
0,40,1,65729,2037,1,1,4
0,45,1,38312,1914,0,0,2
0,35,1,44269,0,0,0,3
0,58,2,37692,1556,1,0,2
0,38,2,55174,1346,1,1,5
0,36,2,102028,0,1,0,4
0,48,1,55212,0,0,0,3
0,55,2,43955,40,0,0,3
0,31,1,15004,0,0,0,1
0,40,1,50958,855,0,1,3
0,38,2,19712,107,0,0,1
0,40,1,31279,0,0,0,2
0,32,2,80198,21,0,0,4
0,58,1,100419,1593,1,0,4
0,51,2,268854,0,1,0,2
0,38,2,36014,565,0,0,3
0,32,1,44437,758,0,0,3
0,56,2,30796,811,1,0,2
0,58,2,28738,0,1,0,1
0,57,1,55740,0,0,0,1
0,31,2,29257,0,0,0,2
0,52,1,58881,421,1,0,2
0,55,2,142011,480,1,0,3
0,45,2,99265,0,1,0,3
0,58,2,65377,2405,1,0,5
0,56,1,52369,1669,0,1,3
0,44,1,30753,0,0,0,2
0,42,1,168444,7416,0,3,3
0,35,1,56731,1165,0,0,3
0,41,1,20462,18,0,1,1
0,49,2,83296,1008,0,0,5
1,51,2,33613,3401,1,1,1
0,35,2,18021,1063,0,2,2
0,40,1,21395,363,0,0,1
1,46,2,34291,811,1,0,2
0,43,2,96671,1924,0,0,3
0,56,1,57741,1326,1,0,2
0,38,1,94276,0,1,0,4
0,45,2,74359,0,1,0,2
0,50,1,110102,198,1,0,4
0,36,1,52721,0,0,0,4
0,41,2,29690,1978,1,0,3
0,37,2,19050,0,0,0,2
0,42,2,26123,1385,0,0,2
0,42,2,29237,413,1,0,2
0,36,2,66939,0,0,0,2
0,58,2,55706,344,1,0,1
0,45,1,38640,319,1,0,1
0,40,2,43448,0,0,0,3
0,31,2,105376,141,0,0,5
0,56,1,53164,1255,1,1,3
1,57,2,102111,6416,1,3,3
0,36,2,62776,0,0,0,3
0,50,1,59977,2228,1,1,4
0,42,2,40992,1180,0,1,3
0,46,2,26990,0,1,0,1
0,48,1,64421,0,0,0,2
0,44,2,63120,0,0,1,2
0,58,1,56068,0,1,0,3
0,45,2,46480,2274,0,0,4
0,54,2,21522,0,1,0,1
0,55,2,37827,0,1,0,1
0,40,1,23956,212,0,0,1
0,54,2,64687,2756,1,1,2
0,56,1,38565,2016,1,0,2
0,59,1,121173,506,1,0,4
0,57,1,37699,283,1,0,1
0,57,2,91350,845,1,0,5
0,57,1,40087,0,1,0,2
0,44,1,51000,1214,1,0,2
0,41,2,63448,246,0,0,2
0,32,2,31629,0,0,0,2
0,46,2,40444,442,0,0,2
0,59,1,146117,192,1,0,3
0,51,2,46085,0,1,0,2
0,53,1,77669,4415,1,2,5
0,39,2,20428,129,1,0,1
0,38,1,57219,0,1,0,2
0,37,2,28010,38,1,0,3
0,30,1,32645,0,0,0,3
0,58,1,37640,263,1,0,1
0,56,2,79296,469,1,0,3
0,53,2,31656,5831,1,2,2
0,55,1,49058,610,1,0,1
0,33,1,38765,264,0,2,2
0,51,2,40776,841,0,1,2
0,50,2,35621,1623,1,0,2
0,44,2,72718,296,1,0,3
1,45,2,50069,804,1,0,2
0,37,1,55815,670,0,0,4
1,38,1,21348,1580,1,1,1
0,32,2,22414,431,0,0,2
0,45,1,33313,0,1,0,1
0,46,1,78471,0,0,4,5
0,40,2,27439,73,1,0,2
1,42,2,22174,1730,0,0,2
0,53,1,38484,0,0,1,2
0,30,2,65678,1069,0,1,2
0,37,1,52814,370,0,1,3
0,40,2,18106,662,0,0,1
0,50,1,110923,0,0,0,4
0,38,2,27931,550,0,0,1
0,58,2,41814,1229,1,2,2
0,38,1,34230,2707,0,1,2
0,38,2,25681,336,0,0,2
0,43,2,53577,0,0,0,3
0,58,1,40637,0,1,0,2
0,42,1,95921,266,1,0,5
0,54,2,92125,0,1,0,5
0,44,2,38844,119,1,0,2
0,52,2,51910,945,1,0,3
0,50,2,50735,621,0,0,4
0,52,1,64609,0,1,0,2
0,59,1,62616,0,1,0,3
0,59,1,42466,41,1,0,1
0,53,2,58580,0,0,0,2
0,31,2,42816,1589,0,1,4
0,34,1,33243,0,0,1,2
0,49,1,64492,0,1,0,4
0,55,2,48981,830,1,0,3
0,37,2,54698,0,0,0,4
0,38,1,64892,1382,0,0,2
0,31,1,45729,0,0,0,4
0,32,1,15236,0,0,0,1
0,52,1,116852,196,1,0,4
0,53,2,43379,0,1,0,3
0,31,2,23600,0,0,0,3
0,48,2,37955,0,1,0,1
0,36,1,61054,40,0,0,3
0,31,1,74009,363,0,0,4
0,36,1,53965,0,1,0,2
0,56,1,58058,4952,1,2,2
0,32,1,84625,2465,0,1,3
0,41,1,92416,0,0,1,2
0,57,2,51481,0,1,0,1
0,31,1,13760,0,0,0,1
0,36,1,18090,404,1,0,1
0,46,1,61808,894,1,0,3
0,58,1,49425,0,1,0,1
0,48,1,29403,0,0,0,1
0,41,1,75450,1270,1,0,3
0,30,1,17196,2939,0,1,2
0,49,2,36763,394,1,0,2
0,44,2,48645,588,1,0,4
0,48,1,72854,0,0,0,4
1,47,2,37403,5879,0,3,1
1,41,1,58190,3647,0,3,3
0,44,2,45435,527,1,0,2
0,42,2,47083,0,0,0,4
0,55,2,44056,182,1,0,3
0,56,1,127926,1436,1,0,3
0,46,1,55800,39,1,0,3
0,34,2,23224,28,0,0,3
0,31,2,29012,106,0,0,3
0,46,1,66047,0,1,0,4
0,52,2,52258,2399,1,1,4
0,32,1,22734,762,0,1,2
0,31,1,82738,971,1,0,5
1,47,2,110269,611,1,0,3
0,40,1,119118,815,0,0,5
0,51,1,78700,948,1,1,3
0,44,1,116104,1012,0,0,4
0,36,2,45871,519,0,0,3
0,34,1,51479,773,1,0,4
0,57,1,103093,14,1,0,3
0,39,2,47025,769,0,1,3
0,55,2,254632,2803,1,1,2
1,58,1,49607,9421,0,4,2
0,39,1,21873,0,0,0,1
0,55,1,75928,1121,1,0,4
0,59,2,67715,5729,1,2,5
0,37,1,67508,0,1,0,4
0,54,1,67856,0,0,0,2
0,53,2,37602,636,1,0,2
0,48,2,284730,986,1,1,4
0,41,1,35671,181,0,0,1
0,38,1,19091,963,0,0,1
0,40,2,26755,267,0,0,2
0,30,1,33084,0,0,0,3
0,35,1,29887,0,1,0,2
0,31,1,41979,1161,0,0,2
0,47,2,77458,3043,1,1,5
0,34,2,46055,288,0,0,4
0,59,1,57021,0,1,0,2
0,48,2,174739,1014,0,1,4
0,34,2,170926,594,0,0,4
0,44,2,69910,185,1,0,3
0,36,2,43328,0,0,0,4
0,36,1,53375,0,0,0,3
0,31,2,30224,417,0,0,2
0,39,1,18465,0,0,0,1
0,51,1,57890,4,0,0,3
0,40,2,25538,978,0,1,1
0,51,1,27948,0,1,0,1
0,48,2,89279,141,1,0,3
0,55,1,49609,555,1,0,2
0,52,1,52075,455,1,1,1
0,51,2,45380,70,1,1,2
0,51,2,36361,1213,0,0,2
0,58,2,54414,0,1,0,3
0,56,2,60225,0,1,0,4
0,42,2,58184,223,0,0,3
0,46,1,20361,245,1,0,1
0,35,2,32902,451,0,0,3
0,48,1,218415,378,1,0,4
0,30,2,74538,0,0,0,5
0,50,2,44209,0,0,0,2
0,38,2,25634,2725,1,1,2
0,32,2,25499,0,0,1,2
0,40,2,70469,657,0,0,5
0,45,2,25159,0,1,0,1
0,40,2,20565,2363,0,1,2
0,37,1,62182,287,1,1,3
0,41,2,87942,2795,1,1,4
0,52,2,32047,51,1,0,2
0,55,2,64897,2297,1,0,4
0,53,2,230617,2570,1,1,4
0,37,2,93823,397,0,0,3
0,58,2,70870,0,0,0,3
0,42,1,33778,0,0,0,1
0,37,1,27157,398,0,0,1
0,38,1,27865,0,0,1,2
0,43,2,95334,82,1,0,5
0,46,2,61327,1738,1,0,4
0,55,1,278093,640,1,0,5
0,55,2,42373,976,0,0,2
0,53,2,49497,0,1,0,3
0,39,2,44600,242,0,0,4
0,48,2,72405,798,1,0,4
1,43,2,25653,1479,0,0,2
0,34,2,27099,219,0,0,2
1,33,1,12721,993,0,2,1
0,57,1,50960,0,0,0,2
0,56,1,108364,0,0,0,4
0,36,1,46569,723,0,0,2
0,32,2,10000,0,0,0,1
0,36,2,74174,0,1,0,5
0,31,1,13571,59,0,1,1
0,37,1,38719,0,0,0,1
0,41,2,32358,722,0,3,1
0,35,2,63975,1472,0,0,3
0,39,2,27662,0,0,2,3
0,53,2,51161,2265,1,1,2
0,54,2,38084,0,1,0,2
0,43,1,74389,709,0,0,3
0,56,2,46488,3530,1,1,3
1,50,2,35293,6558,0,3,2
0,43,2,28563,161,1,0,2
0,52,2,39889,0,1,0,2
0,39,1,63333,0,1,1,4
0,34,2,19975,1427,0,2,2
1,34,2,12452,960,0,1,1
0,40,1,71327,1360,0,0,4
0,31,2,23745,81,0,0,2
0,50,1,34241,0,1,0,2
0,48,2,26379,0,0,0,1
0,41,1,28107,164,0,1,2
0,52,1,46140,2196,1,1,2
0,56,1,35409,0,1,0,2
0,30,1,32213,249,0,0,2
0,49,2,84847,0,0,0,5
0,30,2,37830,0,0,0,3
0,34,1,70145,977,0,1,5
0,35,2,22989,0,0,0,2
0,39,2,45724,0,0,0,4
0,46,1,54562,914,0,0,3
0,41,1,36749,177,0,1,2
0,33,2,81731,824,1,0,3
0,46,2,39051,0,1,0,3
0,52,2,29407,0,1,0,2
0,44,2,52496,1059,1,0,3
0,48,2,29069,1053,1,1,2
0,52,2,75803,560,1,0,3
0,34,2,19322,3364,0,1,1
1,44,2,29997,1645,0,0,2
0,59,2,48929,78,1,0,3
0,58,2,145532,2527,1,0,4
0,44,1,56954,320,0,0,4
0,48,2,47493,0,1,0,1
0,46,2,33626,0,1,1,2
0,41,1,63942,0,1,0,2
0,39,1,44217,705,0,0,2
0,54,1,38168,0,1,0,2
1,48,1,29075,1832,1,3,1
0,41,1,70414,0,1,0,4
0,54,2,95270,36,0,0,5
0,34,2,32609,1859,0,0,2
0,33,1,32993,731,0,0,2
0,40,1,46320,1095,0,1,2
0,49,2,45756,312,1,0,2
0,47,1,36269,0,1,0,2
0,35,2,28964,0,0,0,2
0,38,1,28577,382,0,0,2
0,31,1,37735,635,0,0,3
0,52,2,40837,0,1,0,2
0,44,2,145813,1021,0,0,5
0,51,1,229636,0,1,0,3
0,51,1,125437,1646,1,1,2
0,45,2,129589,554,0,1,5
0,54,1,75644,127,1,0,3
0,32,1,35354,889,0,0,2
0,53,2,40655,0,1,0,2
0,50,1,50806,1444,1,1,3
1,30,1,32028,1573,0,1,2
0,45,2,23530,1594,1,0,2
0,40,1,15143,0,1,0,1
1,32,1,97900,9911,0,4,4
0,58,1,110539,0,1,0,4
0,39,2,32098,67,0,1,3
0,57,1,62765,1199,0,0,3
1,33,1,30933,1981,0,2,2
0,46,1,81504,321,0,0,4
1,53,2,76302,1920,1,1,5
0,46,2,54606,504,0,0,4
1,36,1,36438,1859,0,3,3
0,34,2,10000,1500,0,0,1
0,49,2,61772,799,0,1,3
0,35,1,70215,0,1,0,4
0,57,1,107653,0,1,0,4
0,31,1,28899,626,0,0,2
0,59,2,44538,97,1,0,2
0,33,2,20571,126,0,0,2
0,56,1,66521,397,1,0,4
0,40,2,16043,0,0,0,1
0,30,2,54904,1137,0,0,4
0,56,2,29735,0,0,0,1
0,37,2,66784,0,0,0,2
0,41,2,23817,0,0,0,2
0,38,2,43501,952,0,2,3
0,53,2,65157,604,1,0,2
0,39,1,125883,5629,0,2,4
0,49,1,35520,0,1,0,2
0,53,1,80022,0,1,0,4
0,55,1,142612,0,0,0,2
0,55,2,119439,34,1,0,5
0,48,1,56536,0,0,1,3
0,45,1,29855,1321,0,0,2
0,56,1,145442,1766,1,2,4
0,50,1,47361,309,1,0,3
0,52,2,48351,0,1,0,2
0,56,1,94270,0,1,1,4
0,40,2,57442,0,1,0,4
0,55,2,99118,950,0,0,4
0,37,1,52000,958,0,0,4
0,54,1,41335,0,1,0,2
0,54,1,52949,0,1,0,2
0,33,2,31657,839,0,0,3
0,37,1,56780,0,0,0,4
0,39,2,59541,188,0,0,5
0,56,1,48271,261,1,0,2
0,56,1,39005,0,1,0,2
0,59,1,53867,932,0,0,2
0,48,2,154193,746,1,0,4
0,41,1,35885,0,1,0,3
0,50,2,102825,542,1,0,4
0,48,1,52108,202,0,1,3
0,30,1,27366,0,0,0,2
0,32,2,97121,863,0,0,4
0,41,1,66346,389,0,1,3
0,50,1,42159,0,1,0,2
0,54,1,54997,0,0,0,2
0,35,1,81967,860,1,0,5
0,35,1,41055,0,0,0,2
0,55,2,35754,0,1,0,2
0,46,2,86781,470,0,1,3
0,56,2,65942,274,1,0,3
0,57,2,54904,0,1,0,1
0,47,2,24912,187,1,0,2
0,38,2,158076,497,0,1,5
0,42,1,156519,1421,0,0,2
0,49,2,29101,1089,0,0,2
0,33,1,56173,0,0,0,5
0,57,2,69425,0,1,0,4
0,53,1,33419,0,0,0,1
0,52,1,71421,1120,0,0,4
0,31,1,34880,1085,0,1,2
0,36,2,21369,111,0,0,2
0,54,1,59097,0,0,0,2
0,55,2,40092,0,1,1,2
0,53,2,53321,0,1,0,3
1,40,1,29161,539,0,0,2
0,43,1,46942,423,1,0,3
0,45,2,82216,789,0,0,5
1,40,2,29726,2029,0,1,3
0,35,1,36684,567,0,0,3
0,30,2,13796,468,0,0,1
0,39,1,70454,2559,0,1,4
0,32,1,61350,36,0,0,3
0,54,1,57650,61,1,0,3
0,32,2,32879,253,0,1,3
0,37,1,47700,2547,0,1,3
0,59,1,97981,0,1,0,4
0,40,1,60032,0,0,2,3
0,54,1,125120,651,1,0,2
0,35,1,22804,7,0,1,2
0,35,2,40257,0,0,0,4
0,52,1,46569,1190,1,0,3
0,35,1,53557,442,0,0,4
0,57,1,52940,704,1,0,2
0,44,1,35739,1331,1,0,1
0,34,1,160036,2723,0,1,4
0,44,1,28155,315,0,4,2
0,46,2,116664,27,0,0,2
0,52,2,46706,2922,1,1,2
0,38,2,90650,199,0,0,1
1,45,1,45548,2397,0,1,2
0,31,2,51216,0,1,0,4
0,34,1,13125,0,0,0,1
0,32,2,26250,0,1,0,2
0,52,2,50767,113,1,0,3
0,41,2,45737,678,0,0,4
0,53,2,24321,163,1,0,1
0,41,1,46403,1841,0,1,2
0,36,1,79211,184,1,0,4
0,49,2,90147,567,1,0,4
0,40,1,44452,0,1,0,2
0,54,1,113862,74,1,0,2
